page,subject,pathway,tier,block,rule,severity,evidence
physics/forces/distance-speed-velocity,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/distance-speed-velocity,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Speed is scalar (magnitude only)."""
physics/forces/distance-speed-velocity,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/distance-speed-velocity,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/distance-speed-velocity,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/distance-speed-velocity,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/distance-time-graphs,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/distance-time-graphs,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/distance-time-graphs,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/distance-time-graphs,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A FLAT (horizontal) section means the object is STATIONARY — not moving at constant speed."""
physics/forces/distance-time-graphs,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/distance-time-graphs,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/distance-time-graphs,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/distance-time-graphs,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/forces-elasticity,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/forces-elasticity,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/forces-elasticity,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/forces-elasticity,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Extension (e) is NOT the total length of the spring — it is the INCREASE in length from th"""
physics/forces/forces-elasticity,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/forces-elasticity,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/forces-elasticity,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/forces-elasticity,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/gravity,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/gravity,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/gravity,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/gravity,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Mass and weight are DIFFERENT things."""
physics/forces/gravity,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/gravity,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/gravity,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/gravity,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/newtons-laws,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/newtons-laws,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/newtons-laws,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/newtons-laws,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Newton's Third Law pairs act on DIFFERENT objects — they cannot cancel."""
physics/forces/newtons-laws,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/newtons-laws,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/newtons-laws,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/newtons-laws,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/stopping-distance-braking,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/stopping-distance-braking,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/stopping-distance-braking,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/stopping-distance-braking,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Braking distance ∝ v² — doubling speed QUADRUPLES braking distance (not doubles)."""
physics/forces/stopping-distance-braking,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/stopping-distance-braking,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/stopping-distance-braking,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/stopping-distance-braking,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/forces/work-done-energy-transfer,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/forces/work-done-energy-transfer,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/forces/work-done-energy-transfer,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/forces/work-done-energy-transfer,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Work is only done when the object moves IN THE DIRECTION of the force."""
physics/forces/work-done-energy-transfer,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/forces/work-done-energy-transfer,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/forces/work-done-energy-transfer,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/forces/work-done-energy-transfer,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/density-of-materials,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/density-of-materials,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
physics/particle-model/density-of-materials,physics,triple,higher,fifa,2-practice-absent,major,no interactive practice mode (systemic: current template renders static steps only)
physics/particle-model/density-of-materials,physics,triple,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Units for density are kg/m³ (SI) or g/cm³ (also common)."""
physics/particle-model/density-of-materials,physics,triple,higher,fifa,2-tier-duplication,major,FIFA block identical to Foundation variant — fake differentiation
physics/particle-model/density-of-materials,physics,triple,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
physics/particle-model/density-of-materials,physics,triple,higher,quiz,1-triple-depth,major,Test Yourself identical to Combined higher — no Triple-only depth questions (rule 1 asks for ≥2)
physics/particle-model/density-of-materials,physics,triple,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
physics/particle-model/particle-motion-pressure,physics,triple,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
physics/particle-model/particle-motion-pressure,physics,triple,higher,fifa,2-example-count,major,1 worked example(s) — minimum 3
